Reaction,Substrate,Substrate_MolWt,Substrate_MolLogP,Substrate_TPSA,Catalyst,Base,Solvent,Solvent_MolWt,Solvent_MolLogP,Solvent_TPSA,Yield
736,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,0.0
737,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,10.2781
738,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,7.7957
739,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
740,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,0.0
741,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,0.0
742,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,0.0
743,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,10.4051
744,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,7.9226
745,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,0.0
746,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
747,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
748,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
749,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,5.9232
750,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,3.4408
751,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,2.1679
752,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,4.6912
753,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,7.1097
754,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,5.1677
755,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,6.1901
756,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,3.7077
757,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,0.0
758,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,0.0
759,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,0.0
760,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,0.0
761,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,8.0776
762,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,5.5951
763,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
764,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,1.6008
765,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,4.0193
766,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,2.0773
767,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,3.0997
768,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,0.6173
769,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,0.0
770,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,0.0
771,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,0.0
772,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,0.0
773,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,8.6873
774,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,6.2048
775,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
776,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,0.0
777,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,0.0
778,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,0.0
779,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,8.8142
780,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,6.3318
781,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,0.0
782,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
783,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
784,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
785,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,4.3324
786,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,1.8499
787,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,0.577
788,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,3.1003
789,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,5.5189
790,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,3.5768
791,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,4.5993
792,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,brettphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,2.1168
793,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,0.0
794,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,0.0
795,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,0.0
796,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,0.0
797,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,0.0
798,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,0.0
799,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
800,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,0.0
801,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,0.0
802,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,0.0
803,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,0.0
804,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,0.0
805,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,0.0
806,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,0.0
807,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,0.0
808,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,0.0
809,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,0.0
810,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,0.0
811,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
812,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,0.0
813,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,0.0
814,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,0.0
815,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,0.0
816,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,0.0
817,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,0.0
818,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
819,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
820,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,0.0
821,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,0.0
822,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,0.0
823,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,0.0
824,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,0.0
825,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,0.0
826,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,0.0
827,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,0.0
828,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,xphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,0.0
829,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,DMSO,78.136,-0.0053,17.07,0.0
830,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,1.1225
831,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,88.15,1.1673,20.23,3.5411
832,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,DMA,87.122,0.0945,20.31,1.599
833,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,Toluene,92.141,1.995,0.0,2.6214
834,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,86.134,1.1853,9.23,0.139
835,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,78.136,-0.0053,17.07,0.0
836,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,0.0
837,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,88.15,1.1673,20.23,0.0
838,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,DMA,87.122,0.0945,20.31,0.0
839,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,92.141,1.995,0.0,0.0
840,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,86.134,1.1853,9.23,0.0
841,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,78.136,-0.0053,17.07,0.0
842,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,1.7322
843,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,88.15,1.1673,20.23,4.1508
844,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,DMA,87.122,0.0945,20.31,2.2087
845,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,92.141,1.995,0.0,3.2312
846,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,86.134,1.1853,9.23,0.7487
847,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
848,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,1.8592
849,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,88.15,1.1673,20.23,4.2777
850,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,87.122,0.0945,20.31,2.3357
851,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,92.141,1.995,0.0,3.3581
852,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,0.8757
853,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,DMSO,78.136,-0.0053,17.07,0.0
854,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
855,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
856,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,DMA,87.122,0.0945,20.31,0.0
857,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,Toluene,92.141,1.995,0.0,0.0
858,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,86.134,1.1853,9.23,0.0
859,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,DMSO,78.136,-0.0053,17.07,0.0
860,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,0.0
861,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,88.15,1.1673,20.23,0.0628
862,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,DMA,87.122,0.0945,20.31,0.0
863,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,Toluene,92.141,1.995,0.0,0.0
864,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(I)c(F)c1,388.14,2.0472,60.25,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,86.134,1.1853,9.23,0.0
865,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,14.2818
866,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,16.8051
867,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,19.2237
868,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,17.2816
869,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,18.3041
870,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,15.8216
871,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,9.304
872,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,11.8273
873,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,14.2458
874,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,12.3038
875,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,13.3262
876,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,10.8438
877,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,14.8915
878,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,17.4148
879,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,19.8334
880,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,17.8913
881,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,18.9138
882,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,16.4313
