Reaction,Substrate,Catalyst,Base,Solvent,Yield
1083,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,t-AmOH,8.69946375
1084,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,DMA,6.563208517
1085,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,Toluene,7.687890342
1086,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,P2Et,2-Me-THF,4.957204511
1087,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,DMSO,0
1088,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0.563451703
1089,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,t-AmOH,3.223851456
1090,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,DMA,1.087596222
1091,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,Toluene,2.212278048
1092,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
1093,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,DMSO,3.934090164
1094,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",6.709746675
1095,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,t-AmOH,9.370146428
1096,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,DMA,7.233891195
1097,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,Toluene,8.35857302
1098,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,5.627887189
1099,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,DMSO,4.073750456
1100,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",6.849406968
1101,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,9.50980672
1102,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,DMA,7.373551487
1103,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,Toluene,8.498233312
1104,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,5.767547482
1105,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,DMSO,0
1106,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",1.919362446
1107,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,t-AmOH,4.579762199
1108,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,DMA,2.443506966
1109,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,Toluene,3.568188791
1110,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,BTMG,2-Me-THF,0.837502961
1111,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,DMSO,0
1112,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",2.212948321
1113,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,t-AmOH,4.873348074
1114,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,DMA,2.737092841
1115,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,Toluene,3.861774666
1116,Cc1cccc(Cl)n1,xphos-pd-g3-triflate,K3PO4,2-Me-THF,1.131088836
1117,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,DMSO,16.60754882
1118,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",19.38320533
1119,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,22.04360508
1120,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,DMA,19.90734985
1121,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,Toluene,21.03203167
1122,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,18.30134584
1123,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,11.13193652
1124,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",13.90759304
1125,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,16.56799279
1126,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,DMA,14.43173755
1127,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,15.55641938
1128,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,12.82573355
1129,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,17.2782315
1130,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",20.05388801
1131,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,22.71428776
1132,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,DMA,20.57803253
1133,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,21.70271435
1134,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,18.97202852
1135,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,17.41789179
1136,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",20.1935483
1137,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,22.85394805
1138,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,20.71769282
1139,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,21.84237464
1140,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,19.11168881
1141,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,DMSO,12.48784727
1142,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",15.26350378
1143,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,17.92390353
1144,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,DMA,15.7876483
1145,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,Toluene,16.91233012
1146,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,14.18164429
1147,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,DMSO,12.78143314
1148,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",15.55708965
1149,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,18.21748941
1150,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,DMA,16.08123417
1151,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,Toluene,17.205916
1152,Cc1cccc(Cl)n1,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,14.47523017
1153,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,DMSO,10.85438399
1154,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,"1,4-Dioxane",13.6300405
1155,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,t-AmOH,16.29044025
1156,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,DMA,14.15418502
1157,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,Toluene,15.27886685
1158,COc1ccc(Cl)cc1,cphos-pd-g4,P2Et,2-Me-THF,12.54818102
1159,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,DMSO,5.378771696
1160,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,"1,4-Dioxane",8.154428208
1161,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,t-AmOH,10.81482796
1162,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,DMA,8.678572727
1163,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,Toluene,9.803254552
1164,COc1ccc(Cl)cc1,cphos-pd-g4,LiOTMS,2-Me-THF,7.072568722
1165,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,DMSO,11.52506667
1166,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,"1,4-Dioxane",14.30072318
1167,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,t-AmOH,16.96112293
1168,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,DMA,14.8248677
1169,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,Toluene,15.94954952
1170,COc1ccc(Cl)cc1,cphos-pd-g4,NaOtBu,2-Me-THF,13.21886369
1171,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,DMSO,11.66472696
1172,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,"1,4-Dioxane",14.44038347
1173,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,t-AmOH,17.10078322
1174,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,DMA,14.96452799
1175,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,Toluene,16.08920982
1176,COc1ccc(Cl)cc1,cphos-pd-g4,Cs2CO3,2-Me-THF,13.35852399
1177,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,DMSO,6.73468244
1178,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,"1,4-Dioxane",9.510338951
1179,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,t-AmOH,12.1707387
1180,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,DMA,10.03448347
1181,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,Toluene,11.1591653
1182,COc1ccc(Cl)cc1,cphos-pd-g4,BTMG,2-Me-THF,8.428479465
1183,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,DMSO,7.028268315
1184,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,"1,4-Dioxane",9.803924826
1185,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,t-AmOH,12.46432458
1186,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,DMA,10.32806935
1187,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,Toluene,11.45275117
1188,COc1ccc(Cl)cc1,cphos-pd-g4,K3PO4,2-Me-THF,8.72206534
1189,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,DMSO,92
1190,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,"1,4-Dioxane",87
1191,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,t-AmOH,46.875
1192,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,DMA,22.23765318
1193,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,Toluene,23.362335
1194,COc1ccc(Cl)cc1,ruphos-pd-g4,P2Et,2-Me-THF,20.63164917
1195,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,DMSO,13.46223985
1196,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",16.23789636
1197,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,t-AmOH,18.89829611
1198,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,DMA,16.76204088
1199,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,Toluene,17.88672271
1200,COc1ccc(Cl)cc1,ruphos-pd-g4,LiOTMS,2-Me-THF,15.15603688
1201,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,DMSO,19.60853482
1202,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",77
1203,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,t-AmOH,25.04459109
1204,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,DMA,22.90833585
1205,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,Toluene,24.03301768
1206,COc1ccc(Cl)cc1,ruphos-pd-g4,NaOtBu,2-Me-THF,21.30233185
1207,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,DMSO,19.74819512
1208,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",22.52385163
1209,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,t-AmOH,25.18425138
1210,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,DMA,50
1211,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,Toluene,24.17267797
1212,COc1ccc(Cl)cc1,ruphos-pd-g4,Cs2CO3,2-Me-THF,21.44199214
1213,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,DMSO,14.81815059
1214,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,"1,4-Dioxane",17.59380711
1215,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,t-AmOH,20.25420686
1216,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,DMA,18.11795162
1217,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,Toluene,19.24263345
1218,COc1ccc(Cl)cc1,ruphos-pd-g4,BTMG,2-Me-THF,16.51194762
1219,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,DMSO,15.11173647
1220,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,"1,4-Dioxane",17.88739298
1221,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,t-AmOH,20.54779273
1222,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,DMA,18.4115375
1223,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,Toluene,19.53621932
1224,COc1ccc(Cl)cc1,ruphos-pd-g4,K3PO4,2-Me-THF,16.80553349
1225,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,DMSO,43.91666667
1226,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",23.36155315
1227,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,t-AmOH,26.0219529
1228,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,DMA,90
1229,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,Toluene,25.01037949
1230,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,P2Et,2-Me-THF,22.27969366
1231,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,DMSO,15.11028434
1232,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",17.88594086
1233,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,t-AmOH,20.54634061
1234,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,DMA,18.41008538
1235,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,Toluene,19.5347672
1236,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,16.80408137
1237,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,DMSO,21.25657932
1238,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",24.03223583
1239,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,t-AmOH,26.69263558
1240,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,DMA,24.55638035
1241,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,Toluene,25.68106217
1242,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,22.95037634
1243,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,DMSO,21.39623961
1244,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",24.17189612
1245,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,26.83229587
1246,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,DMA,24.69604064
1247,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,Toluene,25.82072246
1248,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,23.09003663
1249,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,DMSO,16.46619509
1250,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",19.2418516
1251,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,t-AmOH,21.90225135
1252,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,DMA,19.76599612
1253,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,Toluene,20.89067794
1254,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,BTMG,2-Me-THF,18.15999211
1255,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,DMSO,16.75978096
1256,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",19.53543747
1257,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,t-AmOH,22.19583723
1258,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,DMA,20.05958199
1259,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,Toluene,21.18426382
1260,COc1ccc(Cl)cc1,p(tbu)3-pd-g4,K3PO4,2-Me-THF,18.45357799
1261,COc1ccc(Cl)cc1,empty,P2Et,DMSO,14.13248791
1262,COc1ccc(Cl)cc1,empty,P2Et,"1,4-Dioxane",16.90814442
1263,COc1ccc(Cl)cc1,empty,P2Et,t-AmOH,19.56854417
1264,COc1ccc(Cl)cc1,empty,P2Et,DMA,17.43228894
1265,COc1ccc(Cl)cc1,empty,P2Et,Toluene,18.55697076
1266,COc1ccc(Cl)cc1,empty,P2Et,2-Me-THF,15.82628493
1267,COc1ccc(Cl)cc1,empty,LiOTMS,DMSO,8.656875615
1268,COc1ccc(Cl)cc1,empty,LiOTMS,"1,4-Dioxane",11.43253213
1269,COc1ccc(Cl)cc1,empty,LiOTMS,t-AmOH,14.09293188
1270,COc1ccc(Cl)cc1,empty,LiOTMS,DMA,11.95667665
1271,COc1ccc(Cl)cc1,empty,LiOTMS,Toluene,13.08135847
1272,COc1ccc(Cl)cc1,empty,LiOTMS,2-Me-THF,10.35067264
1273,COc1ccc(Cl)cc1,empty,NaOtBu,DMSO,14.80317059
1274,COc1ccc(Cl)cc1,empty,NaOtBu,"1,4-Dioxane",17.5788271
1275,COc1ccc(Cl)cc1,empty,NaOtBu,t-AmOH,20.23922685
1276,COc1ccc(Cl)cc1,empty,NaOtBu,DMA,18.10297162
1277,COc1ccc(Cl)cc1,empty,NaOtBu,Toluene,19.22765344
1278,COc1ccc(Cl)cc1,empty,NaOtBu,2-Me-THF,16.49696761
1279,COc1ccc(Cl)cc1,empty,Cs2CO3,DMSO,14.94283088
1280,COc1ccc(Cl)cc1,empty,Cs2CO3,"1,4-Dioxane",17.71848739
1281,COc1ccc(Cl)cc1,empty,Cs2CO3,t-AmOH,20.37888714
1282,COc1ccc(Cl)cc1,empty,Cs2CO3,DMA,18.24263191
1283,COc1ccc(Cl)cc1,empty,Cs2CO3,Toluene,19.36731374
1284,COc1ccc(Cl)cc1,empty,Cs2CO3,2-Me-THF,16.63662791
1285,COc1ccc(Cl)cc1,empty,BTMG,DMSO,10.01278636
1286,COc1ccc(Cl)cc1,empty,BTMG,"1,4-Dioxane",12.78844287
1287,COc1ccc(Cl)cc1,empty,BTMG,t-AmOH,15.44884262
1288,COc1ccc(Cl)cc1,empty,BTMG,DMA,13.31258739
1289,COc1ccc(Cl)cc1,empty,BTMG,Toluene,14.43726921
1290,COc1ccc(Cl)cc1,empty,BTMG,2-Me-THF,11.70658338
1291,COc1ccc(Cl)cc1,empty,K3PO4,DMSO,10.30637223
1292,COc1ccc(Cl)cc1,empty,K3PO4,"1,4-Dioxane",13.08202874
1293,COc1ccc(Cl)cc1,empty,K3PO4,t-AmOH,15.7424285
1294,COc1ccc(Cl)cc1,empty,K3PO4,DMA,13.60617326
1295,COc1ccc(Cl)cc1,empty,K3PO4,Toluene,14.73085509
1296,COc1ccc(Cl)cc1,empty,K3PO4,2-Me-THF,12.00016926
1297,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,DMSO,19.5035923
1298,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,"1,4-Dioxane",22.27924881
1299,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,t-AmOH,24.93964856
1300,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,DMA,45.375
1301,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,Toluene,23.92807515
1302,COc1ccc(Cl)cc1,xphos-pd-g4,P2Et,2-Me-THF,21.19738932
1303,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,DMSO,14.02798
1304,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,"1,4-Dioxane",16.80363652
1305,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,t-AmOH,19.46403627
1306,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,DMA,17.32778104
1307,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,Toluene,18.45246286
1308,COc1ccc(Cl)cc1,xphos-pd-g4,LiOTMS,2-Me-THF,15.72177703
1309,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,DMSO,20.17427498
1310,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,"1,4-Dioxane",22.94993149
1311,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,t-AmOH,25.61033124
1312,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,DMA,84
1313,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,Toluene,24.59875783
1314,COc1ccc(Cl)cc1,xphos-pd-g4,NaOtBu,2-Me-THF,21.868072
1315,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,DMSO,20.31393527
1316,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",23.08959178
1317,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,t-AmOH,25.74999153
1318,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,DMA,42.5
1319,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,Toluene,24.73841813
1320,COc1ccc(Cl)cc1,xphos-pd-g4,Cs2CO3,2-Me-THF,22.0077323
1321,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,DMSO,15.38389075
1322,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,"1,4-Dioxane",18.15954726
1323,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,t-AmOH,20.81994701
1324,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,DMA,18.68369178
1325,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,Toluene,19.8083736
1326,COc1ccc(Cl)cc1,xphos-pd-g4,BTMG,2-Me-THF,17.07768777
1327,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,DMSO,15.67747662
1328,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,"1,4-Dioxane",18.45313313
1329,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,t-AmOH,21.11353289
1330,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,DMA,18.97727765
1331,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,Toluene,20.10195948
1332,COc1ccc(Cl)cc1,xphos-pd-g4,K3PO4,2-Me-THF,17.37127365
1333,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,DMSO,17.75367613
1334,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,"1,4-Dioxane",91
1335,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,t-AmOH,46.08333333
1336,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,DMA,21.05347716
1337,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,Toluene,22.17815898
1338,COc1ccc(Cl)cc1,brettphos-pd-g4,P2Et,2-Me-THF,19.44747315
1339,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,DMSO,12.27806383
1340,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",15.05372035
1341,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,t-AmOH,17.7141201
1342,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,DMA,15.57786487
1343,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,Toluene,16.70254669
1344,COc1ccc(Cl)cc1,brettphos-pd-g4,LiOTMS,2-Me-THF,13.97186086
1345,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,DMSO,18.42435881
1346,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",21.20001532
1347,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,t-AmOH,23.86041507
1348,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,DMA,21.72415984
1349,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,Toluene,22.84884166
1350,COc1ccc(Cl)cc1,brettphos-pd-g4,NaOtBu,2-Me-THF,20.11815583
1351,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,DMSO,18.5640191
1352,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",21.33967561
1353,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,t-AmOH,24.00007536
1354,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,DMA,52
1355,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,Toluene,22.98850196
1356,COc1ccc(Cl)cc1,brettphos-pd-g4,Cs2CO3,2-Me-THF,20.25781612
1357,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,DMSO,13.63397458
1358,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,"1,4-Dioxane",16.40963109
1359,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,t-AmOH,18
1360,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,DMA,16.93377561
1361,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,Toluene,18.05845743
1362,COc1ccc(Cl)cc1,brettphos-pd-g4,BTMG,2-Me-THF,15.3277716
1363,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,DMSO,13.92756045
1364,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,"1,4-Dioxane",16.70321696
1365,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,t-AmOH,19.36361672
1366,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,DMA,17.22736148
1367,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,Toluene,18.35204331
1368,COc1ccc(Cl)cc1,brettphos-pd-g4,K3PO4,2-Me-THF,15.62135748
1369,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,DMSO,1.545702197
1370,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,"1,4-Dioxane",1.183461071
1371,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,t-AmOH,3.843860823
1372,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,DMA,1.70760559
